"block","observer","plot","visit","sampling_period","obs_year","dp_march","min_post_sunrise","species"
"halqved","jkn","plot_4","fifth","first","2017",76,208.75,"blams"
"halqved","jkn","plot_6","fifth","first","2017",76,326.15,"blams"
"halqved","jkn","plot_6","fifth","first","2017",76,325.95,"bofik"
"halqved","jkn","plot_6","fifth","first","2017",76,326.583333333333,"koltt"
"halqved","jkn","plot_6","fifth","first","2017",76,327.25,"rodhe"
"halqved","jkn","plot_6","fifth","first","2017",76,325.433333333333,"lovse"
"halqved","jkn","plot_6","fifth","first","2017",76,328.133333333333,"svare"
"halqved","jkn","plot_6","fifth","first","2017",76,324.416666666667,"talge"
"halqved","jkn","plot_6","fifth","first","2017",76,328.466666666667,"tofss"
"halqved","jkn","plot_6","fifth","first","2017",76,324.716666666667,"svara"
"halqved","jkn","plot_8","fifth","first","2017",76,250.35,"bofik"
"halqved","jkn","plot_8","fifth","first","2017",76,249.3,"grafe"
"halqved","jkn","plot_8","fifth","first","2017",76,247.416666666667,"rodhe"
"halqved","jkn","plot_8","fifth","first","2017",76,246.883333333333,"koltt"
"halqved","jkn","plot_1","first","first","2019",16,-13.15,"blams"
"halqved","jkn","plot_1","first","first","2019",16,-16.9666666666667,"rodhe"
"halqved","jkn","plot_33","first","first","2019",16,87.8333333333333,"bofik"
"halqved","jkn","plot_33","first","first","2019",16,90.5166666666667,"talla"
"halqved","jkn","plot_36","first","first","2019",16,107.666666666667,"talge"
"halqved","jkn","plot_36","first","first","2019",16,108,"bofik"
"halqved","jkn","plot_36","first","first","2019",16,105.633333333333,"gardg"
"halqved","jkn","plot_36","first","first","2019",16,106.033333333333,"jarnv"
"halqved","jkn","plot_36","first","first","2019",16,106.9,"kungl"
"halqved","jkn","plot_37","first","first","2019",16,19.35,"bofik"
"halqved","jkn","plot_37","first","first","2019",16,23.7333333333333,"taltt"
"halqved","jkn","plot_37","first","first","2019",16,23.5333333333333,"blams"
"halqved","jkn","plot_37","first","first","2019",16,21.95,"rodvt"
"halqved","jkn","plot_4","first","first","2019",16,52.6666666666667,"bofik"
"halqved","jkn","plot_4","first","first","2019",16,52.5,"taltt"
"halqved","jkn","plot_4","first","first","2019",16,51.6666666666667,"kungl"
"halqved","jkn","plot_6","first","first","2019",16,153.633333333333,"jarnv"
"halqved","jkn","plot_6","first","first","2019",16,151.5,"rodhe"
"halqved","jkn","plot_6","first","first","2019",16,155.716666666667,"bofik"
"halqved","jkn","plot_8","first","first","2019",16,131.766666666667,"bofik"
"halqved","jkn","plot_8","first","first","2019",16,131.083333333333,"talge"
"kilsjon","jkn","plot_83","first","first","2019",16,298.366666666667,"notsa"
"kilsjon","jkn","plot_85","first","first","2019",16,210.116666666667,"talge"
"kilsjon","jkn","plot_85","first","first","2019",16,211.516666666667,"jarnv"
"kilsjon","jkn","plot_85","first","first","2019",16,213.5,"rodhe"
"kilsjon","jkn","plot_85","first","first","2019",16,210.083333333333,"bofik"
"kilsjon","jkn","plot_87","first","first","2019",16,267.2,"no_obs"
"kilsjon","jkn","plot_88","first","first","2019",16,245.9,"talge"
"soderlejde","jkn","plot_12","third","first","2017",46,185.583333333333,"rodhe"
"soderlejde","jkn","plot_12","third","first","2017",46,183.35,"bofik"
"soderlejde","jkn","plot_13","third","first","2017",46,216.916666666667,"blams"
"soderlejde","jkn","plot_13","third","first","2017",46,220.616666666667,"dubbt"
"soderlejde","jkn","plot_17","third","first","2017",46,293.1,"talge"
"soderlejde","jkn","plot_17","third","first","2017",46,295,"koltt"
"soderlejde","jkn","plot_17","third","first","2017",46,291.15,"rodhe"
"soderlejde","jkn","plot_20","third","first","2017",46,330.683333333333,"bofik"
"soderlejde","jkn","plot_20","third","first","2017",46,330.533333333333,"talge"
"soderlejde","jkn","plot_23","third","first","2017",46,145.533333333333,"bofik"
"soderlejde","jkn","plot_23","third","first","2017",46,144.483333333333,"tofss"
"soderlejde","jkn","plot_26","third","first","2017",46,105.733333333333,"kungl"
"soderlejde","jkn","plot_30","third","first","2017",46,71.2,"gardg"
"soderlejde","jkn","plot_30","third","first","2017",46,67.6833333333333,"bofik"
"soderlejde","jkn","plot_30","third","first","2017",46,68.4833333333333,"grona"
"soderlejde","jkn","plot_31","third","first","2017",46,33.4833333333333,"bofik"
"soderlejde","jkn","plot_5","third","first","2017",46,256.033333333333,"lovse"
"soderlejde","jkn","plot_5","third","first","2017",46,253.616666666667,"talge"
"soderlejde","jkn","plot_5","third","first","2017",46,252.366666666667,"grona"
"tjaderleksmossen","jkn","plot_111","third","first","2019",46,2.46666666666667,"rodhe"
"tjaderleksmossen","jkn","plot_111","third","first","2019",46,2.83333333333333,"taltt"
"tjaderleksmossen","jkn","plot_111","third","first","2019",46,3.51666666666667,"tofss"
"tjaderleksmossen","jkn","plot_113","third","first","2019",46,57.4166666666667,"kungl"
"tjaderleksmossen","jkn","plot_114","third","first","2019",46,102.483333333333,"svare"
"tjaderleksmossen","jkn","plot_114","third","first","2019",46,102.6,"gardg"
"tjaderleksmossen","jkn","plot_114","third","first","2019",46,102.916666666667,"talge"
"tjaderleksmossen","jkn","plot_114","third","first","2019",46,104.9,"taltt"
"tjaderleksmossen","jkn","plot_114","third","first","2019",46,107.383333333333,"rodhe"
"tjaderleksmossen","jkn","plot_114","third","first","2019",46,106.766666666667,"bofik"
"tjaderleksmossen","jkn","plot_115","third","first","2019",46,84.1,"bofik"
"tjaderleksmossen","jkn","plot_115","third","first","2019",46,84.8333333333333,"rodhe"
"tjaderleksmossen","jkn","plot_115","third","first","2019",46,84.6666666666667,"gardg"
"tjaderleksmossen","jkn","plot_124","third","first","2019",46,25.7333333333333,"svare"
"orsjon","jkn","plot_73","third","first","2019",46,221.016666666667,"rodhe"
"orsjon","jkn","plot_73","third","first","2019",46,221.7,"kungl"
"orsjon","jkn","plot_73","third","first","2019",46,221.183333333333,"blams"
"orsjon","jkn","plot_74","third","first","2019",46,194.533333333333,"blams"
"orsjon","jkn","plot_74","third","first","2019",46,193.55,"notva"
"orsjon","jkn","plot_74","third","first","2019",46,194.733333333333,"talge"
"orsjon","jkn","plot_74","third","first","2019",46,193.366666666667,"rodhe"
"orsjon","jkn","plot_74","third","first","2019",46,195.016666666667,"bofik"
"orsjon","jkn","plot_74","third","first","2019",46,195.583333333333,"kungl"
"orsjon","jkn","plot_75","third","first","2019",46,175.05,"blams"
"orsjon","jkn","plot_79","third","first","2019",46,251.05,"blams"
"halqved","jkn","plot_1","fifth","first","2017",77,-3.8,"rodhe"
"halqved","jkn","plot_1","fifth","first","2017",77,-3.65,"talge"
"soderlejde","jkn","plot_12","fifth","first","2017",77,265.066666666667,"bofik"
"soderlejde","jkn","plot_12","fifth","first","2017",77,263.9,"tofss"
"soderlejde","jkn","plot_12","fifth","first","2017",77,265.766666666667,"blams"
"soderlejde","jkn","plot_12","fifth","first","2017",77,268.016666666667,"notsa"
"soderlejde","jkn","plot_12","fifth","first","2017",77,267.783333333333,"talge"
"soderlejde","jkn","plot_13","fifth","first","2017",77,230.25,"blams"
"soderlejde","jkn","plot_13","fifth","first","2017",77,234.65,"rodhe"
"soderlejde","jkn","plot_17","fifth","first","2017",77,161.583333333333,"talla"
"soderlejde","jkn","plot_17","fifth","first","2017",77,162.416666666667,"rodhe"
"soderlejde","jkn","plot_19","fifth","first","2017",77,88.25,"bofik"
"soderlejde","jkn","plot_19","fifth","first","2017",77,85.4666666666667,"talge"
"soderlejde","jkn","plot_20","fifth","first","2017",77,120.3,"tofss"
"soderlejde","jkn","plot_20","fifth","first","2017",77,120.633333333333,"trake"
"soderlejde","jkn","plot_20","fifth","first","2017",77,119.733333333333,"talge"
"soderlejde","jkn","plot_20","fifth","first","2017",77,121.066666666667,"blams"
"soderlejde","jkn","plot_20","fifth","first","2017",77,122.6,"bofik"
"soderlejde","jkn","plot_23","fifth","first","2017",77,304.816666666667,"jarnv"
"soderlejde","jkn","plot_26","fifth","first","2017",77,342.716666666667,"no_obs"
"halqved","jkn","plot_33","fifth","first","2017",77,54.5666666666667,"talla"
"halqved","jkn","plot_33","fifth","first","2017",77,50.4333333333333,"talge"
"halqved","jkn","plot_33","fifth","first","2017",77,49.8833333333333,"rodhe"
"halqved","jkn","plot_33","fifth","first","2017",77,50.65,"bofik"
"halqved","jkn","plot_33","fifth","first","2017",77,51.5333333333333,"kungl"
"soderlejde","jkn","plot_5","fifth","first","2017",77,198.383333333333,"rodhe"
"soderlejde","jkn","plot_5","fifth","first","2017",77,197.566666666667,"talge"
"halqved","jkn","plot_1","first","first","2017",17,-2.41666666666667,"talge"
"halqved","jkn","plot_1","first","first","2017",17,-2.05,"bofik"
"halqved","jkn","plot_1","first","first","2017",17,1.48333333333333,"blams"
"halqved","jkn","plot_36","first","first","2017",17,238.966666666667,"bofik"
"halqved","jkn","plot_37","first","first","2017",17,184.566666666667,"bofik"
"halqved","jkn","plot_37","first","first","2017",17,181.783333333333,"blams"
"halqved","jkn","plot_37","first","first","2017",17,179.816666666667,"talla"
"halqved","jkn","plot_4","first","first","2017",17,45.0166666666667,"blams"
"halqved","jkn","plot_4","first","first","2017",17,43.8666666666667,"talla"
"halqved","jkn","plot_4","first","first","2017",17,43.1333333333333,"jarnv"
"halqved","jkn","plot_4","first","first","2017",17,47.2,"bofik"
"halqved","jkn","plot_4","first","first","2017",17,44.3833333333333,"ringa"
"halqved","jkn","plot_6","first","first","2017",17,127.316666666667,"jarnv"
"halqved","jkn","plot_6","first","first","2017",17,127.133333333333,"bofik"
"halqved","jkn","plot_6","first","first","2017",17,129.066666666667,"rodhe"
"halqved","jkn","plot_6","first","first","2017",17,128.183333333333,"blams"
"halqved","jkn","plot_6","first","first","2017",17,131.266666666667,"ringa"
"halqved","jkn","plot_8","first","first","2017",17,88.4833333333333,"kungl"
"halqved","jkn","plot_8","first","first","2017",17,87.3166666666667,"notsa"
"halqved","jkn","plot_8","first","first","2017",17,87.7166666666667,"bofik"
"stocksatra","jkn","plot_104","first","first","2018",17,24.4333333333333,"taltt"
"stocksatra","jkn","plot_104","first","first","2018",17,20.0333333333333,"gardg"
"stocksatra","jkn","plot_104","first","first","2018",17,20.2666666666667,"bofik"
"kyrkstigen","jkn","plot_118","first","first","2018",17,320.833333333333,"jarnv"
"kyrkstigen","jkn","plot_118","first","first","2018",17,325.016666666667,"blams"
"kyrkstigen","jkn","plot_122","first","first","2018",17,139.15,"blams"
"stocksatra","jkn","plot_123","first","first","2018",17,65.4833333333333,"talla"
"stocksatra","jkn","plot_125","first","first","2018",17,83.6333333333333,"talge"
"stocksatra","jkn","plot_46","first","first","2018",17,40.75,"talge"
"stocksatra","jkn","plot_46","first","first","2018",17,41.0666666666667,"bofik"
"stocksatra","jkn","plot_49","first","first","2018",17,-1.03333333333333,"gardg"
"kyrkstigen","jkn","plot_50","first","first","2018",17,168.9,"no_obs"
"kyrkstigen","jkn","plot_52","first","first","2018",17,190.733333333333,"rodhe"
"kyrkstigen","jkn","plot_52","first","first","2018",17,190.166666666667,"talge"
"kyrkstigen","jkn","plot_53","first","first","2018",17,227.083333333333,"koltt"
"kyrkstigen","jkn","plot_53","first","first","2018",17,224.35,"talge"
"kyrkstigen","jkn","plot_53","first","first","2018",17,223.866666666667,"rodhe"
"kyrkstigen","jkn","plot_55","first","first","2018",17,252.683333333333,"bofik"
"kyrkstigen","jkn","plot_55","first","first","2018",17,253.383333333333,"talge"
"kyrkstigen","jkn","plot_56","first","first","2018",17,301.583333333333,"no_obs"
"kyrkstigen","jkn","plot_58","first","first","2018",17,280.716666666667,"rodhe"
"kyrkstigen","jkn","plot_58","first","first","2018",17,277.5,"gardg"
"kyrkstigen","jkn","plot_58","first","first","2018",17,278.516666666667,"talge"
"kyrkstigen","jkn","plot_58","first","first","2018",17,277.266666666667,"taltt"
"kyrkstigen","jkn","plot_60","first","first","2018",17,344.033333333333,"jarnv"
"kyrkstigen","jkn","plot_60","first","first","2018",17,343.25,"svars"
"kyrkstigen","jkn","plot_60","first","first","2018",17,343.05,"bofik"
"kyrkstigen","jkn","plot_60","first","first","2018",17,341.7,"taltt"
"tjaderleksmossen","jkn","plot_111","first","first","2019",17,263.416666666667,"svars"
"tjaderleksmossen","jkn","plot_111","first","first","2019",17,264.55,"blams"
"tjaderleksmossen","jkn","plot_113","first","first","2019",17,286.716666666667,"kungl"
"tjaderleksmossen","jkn","plot_113","first","first","2019",17,287.25,"bofik"
"tjaderleksmossen","jkn","plot_113","first","first","2019",17,285.816666666667,"tofss"
"tjaderleksmossen","jkn","plot_114","first","first","2019",17,189.1,"trake"
"tjaderleksmossen","jkn","plot_114","first","first","2019",17,190.366666666667,"bofik"
"tjaderleksmossen","jkn","plot_114","first","first","2019",17,187.116666666667,"rodhe"
"tjaderleksmossen","jkn","plot_114","first","first","2019",17,186.683333333333,"jarnv"
"tjaderleksmossen","jkn","plot_114","first","first","2019",17,186.15,"kungl"
"tjaderleksmossen","jkn","plot_114","first","first","2019",17,186.45,"gardg"
"tjaderleksmossen","jkn","plot_115","first","first","2019",17,206.3,"rodhe"
"tjaderleksmossen","jkn","plot_115","first","first","2019",17,204.966666666667,"bofik"
"tjaderleksmossen","jkn","plot_124","first","first","2019",17,235.016666666667,"no_obs"
"orsjon","jkn","plot_73","first","first","2019",17,90.4833333333333,"notsa"
"orsjon","jkn","plot_73","first","first","2019",17,86.3833333333333,"bofik"
"orsjon","jkn","plot_74","first","first","2019",17,63.8333333333333,"bofik"
"orsjon","jkn","plot_74","first","first","2019",17,62.5,"blams"
"orsjon","jkn","plot_74","first","first","2019",17,63.0333333333333,"stort"
"orsjon","jkn","plot_75","first","first","2019",17,37.2,"svars"
"orsjon","jkn","plot_75","first","first","2019",17,37.3833333333333,"talge"
"orsjon","jkn","plot_75","first","first","2019",17,37.5166666666667,"blams"
"orsjon","jkn","plot_79","first","first","2019",17,121.416666666667,"blams"
"halqved","jkn","plot_1","third","first","2019",47,163.05,"bofik"
"halqved","jkn","plot_1","third","first","2019",47,164.516666666667,"kungl"
"halqved","jkn","plot_33","third","first","2019",47,26.55,"bofik"
"halqved","jkn","plot_33","third","first","2019",47,27.2666666666667,"spark"
"halqved","jkn","plot_33","third","first","2019",47,28.25,"blams"
"halqved","jkn","plot_36","third","first","2019",47,47.2666666666667,"bofik"
"halqved","jkn","plot_36","third","first","2019",47,46.3166666666667,"talge"
"halqved","jkn","plot_37","third","first","2019",47,129.583333333333,"koltt"
"halqved","jkn","plot_37","third","first","2019",47,131.9,"lovse"
"halqved","jkn","plot_37","third","first","2019",47,127.483333333333,"talge"
"halqved","jkn","plot_37","third","first","2019",47,129.266666666667,"blams"
"halqved","jkn","plot_4","third","first","2019",47,70.4,"svars"
"halqved","jkn","plot_4","third","first","2019",47,68.7333333333333,"taltt"
"halqved","jkn","plot_4","third","first","2019",47,68.0833333333333,"rodhe"
"halqved","jkn","plot_6","third","first","2019",47,108.233333333333,"talge"
"halqved","jkn","plot_8","third","first","2019",47,90.25,"rodhe"
"halqved","jkn","plot_8","third","first","2019",47,92.0833333333333,"gardg"
"kilsjon","jkn","plot_83","third","first","2019",47,289.666666666667,"no_obs"
"kilsjon","jkn","plot_85","third","first","2019",47,313.416666666667,"taltt"
"kilsjon","jkn","plot_85","third","first","2019",47,314.283333333333,"koltt"
"kilsjon","jkn","plot_85","third","first","2019",47,315.2,"talla"
"kilsjon","jkn","plot_85","third","first","2019",47,315.716666666667,"tofss"
"kilsjon","jkn","plot_87","third","first","2019",47,253.75,"talge"
"kilsjon","jkn","plot_88","third","first","2019",47,268.083333333333,"lovse"
"sodersjon","jkn","plot_100","fifth","first","2017",78,155.883333333333,"no_obs"
"sodersjon","jkn","plot_91","fifth","first","2017",78,332.183333333333,"bofik"
"sodersjon","jkn","plot_91","fifth","first","2017",78,333.6,"talge"
"sodersjon","jkn","plot_91","fifth","first","2017",78,335.366666666667,"kungl"
"sodersjon","jkn","plot_94","fifth","first","2017",78,264.716666666667,"talla"
"sodersjon","jkn","plot_94","fifth","first","2017",78,264.866666666667,"talge"
"sodersjon","jkn","plot_95","fifth","first","2017",78,295.8,"talla"
"sodersjon","jkn","plot_95","fifth","first","2017",78,295.933333333333,"blams"
"sodersjon","jkn","plot_95","fifth","first","2017",78,296.083333333333,"rodhe"
"sodersjon","jkn","plot_95","fifth","first","2017",78,297.433333333333,"talge"
"sodersjon","jkn","plot_95","fifth","first","2017",78,300.083333333333,"tofss"
"sodersjon","jkn","plot_98","fifth","first","2017",78,226.55,"bofik"
"sodersjon","jkn","plot_99","fifth","first","2017",78,192.6,"rodhe"
"sodersjon","jkn","plot_99","fifth","first","2017",78,193.15,"kungl"
"sodersjon","jkn","plot_99","fifth","first","2017",78,193.35,"talge"
"sodersjon","jkn","plot_99","fifth","first","2017",78,195.066666666667,"bofik"
"sodersjon","jkn","plot_99","fifth","first","2017",78,195.3,"blams"
"orsjon","jkn","plot_116","first","first","2017",18,205.416666666667,"tofss"
"orsjon","jkn","plot_73","first","first","2017",18,162.95,"notva"
"orsjon","jkn","plot_73","first","first","2017",18,162.85,"tofss"
"orsjon","jkn","plot_73","first","first","2017",18,160.733333333333,"rodhe"
"orsjon","jkn","plot_73","first","first","2017",18,161.25,"grona"
"orsjon","jkn","plot_73","first","first","2017",18,160.183333333333,"talge"
"orsjon","jkn","plot_74","first","first","2017",18,117.2,"svars"
"orsjon","jkn","plot_74","first","first","2017",18,117.316666666667,"bofik"
"orsjon","jkn","plot_74","first","first","2017",18,121.066666666667,"blams"
"orsjon","jkn","plot_74","first","first","2017",18,116.666666666667,"stort"
"orsjon","jkn","plot_75","first","first","2017",18,82.0833333333333,"bofik"
"orsjon","jkn","plot_75","first","first","2017",18,80.15,"morka"
"orsjon","jkn","plot_79","first","first","2017",18,33.6833333333333,"bofik"
"orsjon","jkn","plot_79","first","first","2017",18,33.3,"talla"
"orsjon","jkn","plot_79","first","first","2017",18,30.8,"kungl"
"tjaderleksmossen","jkn","plot_111","third","first","2017",48,236.866666666667,"rodhe"
"tjaderleksmossen","jkn","plot_111","third","first","2017",48,237.416666666667,"talge"
"tjaderleksmossen","jkn","plot_113","third","first","2017",48,190.5,"bofik"
"tjaderleksmossen","jkn","plot_113","third","first","2017",48,188.116666666667,"talge"
"tjaderleksmossen","jkn","plot_113","third","first","2017",48,189.05,"rodhe"
"tjaderleksmossen","jkn","plot_113","third","first","2017",48,189.333333333333,"kungl"
"tjaderleksmossen","jkn","plot_113","third","first","2017",48,189.883333333333,"gardg"
"tjaderleksmossen","jkn","plot_114","third","first","2017",48,143.75,"bofik"
"tjaderleksmossen","jkn","plot_114","third","first","2017",48,141.283333333333,"gardg"
"tjaderleksmossen","jkn","plot_115","third","first","2017",48,106.233333333333,"gardg"
"tjaderleksmossen","jkn","plot_124","third","first","2017",48,281.85,"gardg"
"hallsbo","ses","plot_205","third","first","2017",48,189,"stort"
"hallsbo","ses","plot_205","third","first","2017",48,190,"gardg"
"hallsbo","ses","plot_205","third","first","2017",48,189,"koltt"
"hallsbo","ses","plot_206","third","first","2017",48,134,"rodhe"
"hallsbo","ses","plot_206","third","first","2017",48,135,"bofik"
"hallsbo","ses","plot_206","third","first","2017",48,137,"blams"
"hallsbo","ses","plot_206","third","first","2017",48,138,"talge"
"hallsbo","ses","plot_206","third","first","2017",48,139,"stenk"
"kungshamn","ses","plot_301","third","first","2018",48,142,"bofik"
"kungshamn","ses","plot_301","third","first","2018",48,139,"blams"
"kungshamn","ses","plot_301","third","first","2018",48,142,"talge"
"ravsta","ses","plot_201","fourth","first","2017",79,279,"rodhe"
"ravsta","ses","plot_211","fourth","first","2017",79,192,"bofik"
"ravsta","ses","plot_211","fourth","first","2017",79,192,"koltt"
"ravsta","ses","plot_211","fourth","first","2017",79,194,"talge"
"sodersjon","jkn","plot_100","first","first","2017",19,-10,"taltt"
"sodersjon","jkn","plot_100","first","first","2017",19,-9.08333333333333,"talge"
"sodersjon","jkn","plot_100","first","first","2017",19,-8.65,"jarnv"
"sodersjon","jkn","plot_117","first","first","2017",19,306.4,"taltt"
"sodersjon","jkn","plot_117","first","first","2017",19,302.033333333333,"bofik"
"sodersjon","jkn","plot_89","first","first","2017",19,255.75,"bofik"
"sodersjon","jkn","plot_89","first","first","2017",19,256.316666666667,"gardg"
"sodersjon","jkn","plot_89","first","first","2017",19,256.983333333333,"talge"
"sodersjon","jkn","plot_89","first","first","2017",19,258.166666666667,"blams"
"sodersjon","jkn","plot_90","first","first","2017",19,217.766666666667,"talge"
"sodersjon","jkn","plot_90","first","first","2017",19,218.15,"gardg"
"sodersjon","jkn","plot_90","first","first","2017",19,221.2,"talla"
"sodersjon","jkn","plot_91","first","first","2017",19,179.916666666667,"bofik"
"sodersjon","jkn","plot_94","first","first","2017",19,104.65,"bofik"
"sodersjon","jkn","plot_94","first","first","2017",19,107.95,"blams"
"sodersjon","jkn","plot_94","first","first","2017",19,104.166666666667,"taltt"
"sodersjon","jkn","plot_95","first","first","2017",19,140.95,"talge"
"sodersjon","jkn","plot_95","first","first","2017",19,141.466666666667,"bofik"
"sodersjon","jkn","plot_95","first","first","2017",19,144.1,"grona"
"sodersjon","jkn","plot_98","first","first","2017",19,69.7666666666667,"tofss"
"sodersjon","jkn","plot_98","first","first","2017",19,70.3333333333333,"kungl"
"sodersjon","jkn","plot_98","first","first","2017",19,67.5666666666667,"bofik"
"sodersjon","jkn","plot_99","first","first","2017",19,29.1,"bofik"
"sodersjon","jkn","plot_99","first","first","2017",19,31.3666666666667,"grona"
"sodersjon","jkn","plot_99","first","first","2017",19,28.85,"rodhe"
"halqved","jkn","plot_1","third","first","2017",49,3.38333333333333,"blams"
"halqved","jkn","plot_1","third","first","2017",49,4,"talge"
"halqved","jkn","plot_1","third","first","2017",49,8.15,"kungl"
"soderlejde","jkn","plot_19","third","first","2017",49,125.033333333333,"blams"
"soderlejde","jkn","plot_19","third","first","2017",49,124.116666666667,"bofik"
"ravsta","ses","plot_203","third","first","2017",49,177,"bofik"
"ravsta","ses","plot_203","third","first","2017",49,179,"grafe"
"ravsta","ses","plot_203","third","first","2017",49,181,"trapa"
"hagaberg","ses","plot_204","third","first","2017",49,136,"tofss"
"hagaberg","ses","plot_204","third","first","2017",49,134,"stort"
"hagaberg","ses","plot_204","third","first","2017",49,132,"koltt"
"hagaberg","ses","plot_204","third","first","2017",49,132,"talge"
"soderlejde","jkn","plot_25","third","first","2017",49,87.1333333333333,"trapa"
"soderlejde","jkn","plot_25","third","first","2017",49,87.5833333333333,"blams"
"soderlejde","jkn","plot_25","third","first","2017",49,85.9833333333333,"bofik"
"soderlejde","jkn","plot_29","third","first","2017",49,54.7833333333333,"bofik"
"soderlejde","jkn","plot_29","third","first","2017",49,56.9666666666667,"rodhe"
"soderlejde","jkn","plot_29","third","first","2017",49,53.9333333333333,"blams"
"halqved","jkn","plot_33","third","first","2017",49,156.4,"rodhe"
"halqved","jkn","plot_33","third","first","2017",49,155.25,"kungl"
"halqved","jkn","plot_33","third","first","2017",49,158.883333333333,"bofik"
"halqved","jkn","plot_36","third","first","2017",49,190.4,"blams"
"halqved","jkn","plot_36","third","first","2017",49,189.983333333333,"rodhe"
"halqved","jkn","plot_36","third","first","2017",49,189.666666666667,"kungl"
"halqved","jkn","plot_37","third","first","2017",49,296.1,"blams"
"halqved","jkn","plot_37","third","first","2017",49,300.733333333333,"talge"
"halqved","jkn","plot_37","third","first","2017",49,296.45,"rodhe"
"halqved","jkn","plot_4","third","first","2017",49,227.633333333333,"rodhe"
"halqved","jkn","plot_6","third","first","2017",49,335.05,"bofik"
"halqved","jkn","plot_6","third","first","2017",49,333.683333333333,"blams"
"halqved","jkn","plot_6","third","first","2017",49,334.666666666667,"kungl"
"halqved","jkn","plot_6","third","first","2017",49,332.55,"talge"
"halqved","jkn","plot_6","third","first","2017",49,332.2,"rodhe"
"halqved","jkn","plot_6","third","first","2017",49,331.483333333333,"lovse"
"halqved","jkn","plot_8","third","first","2017",49,262.7,"talge"
"halqved","jkn","plot_8","third","first","2017",49,262.466666666667,"rodhe"
"tjaderleksmossen","jkn","plot_111","fifth","first","2017",80,15.1166666666667,"trake"
"tjaderleksmossen","jkn","plot_111","fifth","first","2017",80,13.0333333333333,"rodhe"
"tjaderleksmossen","jkn","plot_111","fifth","first","2017",80,11.1833333333333,"notsa"
"tjaderleksmossen","jkn","plot_111","fifth","first","2017",80,11.0333333333333,"kungl"
"tjaderleksmossen","jkn","plot_113","fifth","first","2017",80,102.383333333333,"bofik"
"tjaderleksmossen","jkn","plot_113","fifth","first","2017",80,100.583333333333,"talge"
"tjaderleksmossen","jkn","plot_113","fifth","first","2017",80,102.083333333333,"blams"
"tjaderleksmossen","jkn","plot_114","fifth","first","2017",80,146.35,"gardg"
"tjaderleksmossen","jkn","plot_114","fifth","first","2017",80,145.483333333333,"bofik"
"tjaderleksmossen","jkn","plot_115","fifth","first","2017",80,181.666666666667,"koltt"
"tjaderleksmossen","jkn","plot_115","fifth","first","2017",80,182.483333333333,"talge"
"tjaderleksmossen","jkn","plot_115","fifth","first","2017",80,182.683333333333,"notva"
"tjaderleksmossen","jkn","plot_115","fifth","first","2017",80,180.116666666667,"blams"
"sodersjon","jkn","plot_117","fifth","first","2017",80,253.25,"koltt"
"sodersjon","jkn","plot_117","fifth","first","2017",80,253.933333333333,"bofik"
"tjaderleksmossen","jkn","plot_124","fifth","first","2017",80,52.1,"talge"
"hallsbo","ses","plot_205","fourth","first","2017",80,219,"koltt"
"hallsbo","ses","plot_205","fourth","first","2017",80,218,"bofik"
"hallsbo","ses","plot_206","fourth","first","2017",80,256,"blams"
"hallsbo","ses","plot_206","fourth","first","2017",80,254,"bofik"
"hallsbo","ses","plot_206","fourth","first","2017",80,254,"rodhe"
"hallsbo","ses","plot_206","fourth","first","2017",80,254,"gardg"
"hallsbo","ses","plot_206","fourth","first","2017",80,256,"talge"
"sodersjon","jkn","plot_89","fifth","first","2017",80,291.366666666667,"no_obs"
"sodersjon","jkn","plot_90","fifth","first","2017",80,325.833333333333,"blams"
"halsingdal","jkn","plot_120","first","first","2017",20,194.25,"tofss"
"halsingdal","jkn","plot_120","first","first","2017",20,193.883333333333,"talge"
"halsingdal","jkn","plot_121","first","first","2017",20,240.466666666667,"tofss"
"halsingdal","jkn","plot_121","first","first","2017",20,236.933333333333,"bofik"
"halsingdal","jkn","plot_61","first","first","2017",20,275.366666666667,"rodhe"
"halsingdal","jkn","plot_61","first","first","2017",20,275.8,"bofik"
"halsingdal","jkn","plot_61","first","first","2017",20,279.35,"taltt"
"halsingdal","jkn","plot_61","first","first","2017",20,277.95,"kungl"
"halsingdal","jkn","plot_62","first","first","2017",20,318.7,"jarnv"
"halsingdal","jkn","plot_62","first","first","2017",20,315.716666666667,"bofik"
"halsingdal","jkn","plot_67","first","first","2017",20,145.116666666667,"blams"
"halsingdal","jkn","plot_67","first","first","2017",20,143.583333333333,"talge"
"halsingdal","jkn","plot_67","first","first","2017",20,143.2,"tofss"
"halsingdal","jkn","plot_68","first","first","2017",20,101.916666666667,"tofss"
"halsingdal","jkn","plot_68","first","first","2017",20,103.95,"taltt"
"halsingdal","jkn","plot_68","first","first","2017",20,101.616666666667,"bofik"
"halsingdal","jkn","plot_68","first","first","2017",20,102.216666666667,"rodhe"
"halsingdal","jkn","plot_68","first","first","2017",20,103.283333333333,"talla"
"halsingdal","jkn","plot_68","first","first","2017",20,104.15,"talge"
"halsingdal","jkn","plot_69","first","first","2017",20,55.8166666666667,"tofss"
"halsingdal","jkn","plot_69","first","first","2017",20,56.15,"svars"
"halsingdal","jkn","plot_69","first","first","2017",20,55.4833333333333,"bofik"
"tjaderleksmossen","jkn","plot_111","first","first","2018",20,18.6,"taltt"
"tjaderleksmossen","jkn","plot_111","first","first","2018",20,18.5333333333333,"bofik"
